Scientific name	Epithet	Kingdom	Phylum	Class	Order	Family	Genus	Species
Landolphia camptoloba	camptoloba	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Landolphia	Landolphia camptoloba
Landolphia gossweileri	gossweileri	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Landolphia	Landolphia gossweileri
Landolphia parvifolia	parvifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Landolphia	Landolphia parvifolia
Labordia tinifolia lanaiensis	tinifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Labordia	Labordia tinifolia
Dischidia hahliana	hahliana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Dischidia	Dischidia hahliana
Mandevilla petraea	petraea	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Mandevilla	Mandevilla petraea
Labordia tinifolia tinifolia	tinifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Labordia	Labordia tinifolia
Cycladenia humilis humilis	humilis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Cycladenia	Cycladenia humilis
Pteralyxia caumiana	caumiana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Pteralyxia	Pteralyxia macrocarpa
Plumeria pudica	pudica	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Plumeria	Plumeria pudica
Cynanchum argel	argel	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum argel
Tachiadenus boivinii	boivinii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Tachiadenus	Tachiadenus boivinii
Gentianella graminea	graminea	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella graminea
Dischidia imbricata	imbricata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Dischidia	Dischidia imbricata
Vincetoxicum mexicanum	mexicanum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Vincetoxicum	Vincetoxicum mexicanum
Logania crassifolia	crassifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Logania	Logania crassifolia
Trachelospermum lucidum	lucidum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Trachelospermum	Trachelospermum lucidum
Marsdenia tressensiae	tressensiae	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Marsdenia	Marsdenia tressensiae
Aspidosperma eburneum	eburneum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Aspidosperma	Aspidosperma eburneum
Couthovia seemannii	seemannii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Couthovia	Couthovia seemannii
Spigelia paraguariensis	paraguariensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Spigelia	Spigelia paraguariensis
Ceropegia sobolifera	sobolifera	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ceropegia	Ceropegia sobolifera
Canscora alata	alata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Canscora	Canscora alata
Landolphia watsoniana	watsoniana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Landolphia	Landolphia watsoniana
Cynanchum implicatum	implicatum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum implicatum
Macroscepis aurea	aurea	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Macroscepis	Macroscepis aurea
Gentiana vandellioides	vandellioides	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana vandellioides
Gentiana gelida	gelida	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana gelida
Solenostemma oleifolium	oleifolium	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Solenostemma	Solenostemma oleifolium
Pachypodium sofiense	sofiense	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Pachypodium	Pachypodium sofiense
Secamone brachystigma	brachystigma	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Secamone	Secamone brachystigma
Tassadia recurva	recurva	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Tassadia	Tassadia recurva
Cynanchum quitense	quitense	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum quitense
Anthocleista urbaniana	urbaniana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Anthocleista	Anthocleista urbaniana
Tylophora oshimae	oshimae	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Tylophora	Tylophora oshimae
Swertia paniculata	paniculata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Swertia	Swertia paniculata
Araujia albens	albens	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Araujia	Araujia albens
Logania pusilla	pusilla	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Logania	Logania pusilla
Gentiana platypetala	platypetala	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana platypetala
Sebaea africana	africana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Sebaea	Sebaea africana
Riocreuxia aberrans	aberrans	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Riocreuxia	Riocreuxia aberrans
Apocynum lineare	lineare	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Apocynum	Apocynum lineare
Gentiana arrecta	arrecta	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana arrecta
Gentiana formosissima	formosissima	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana formosissima
Thevetia neriifolia	neriifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Thevetia	Thevetia peruviana
Chorisepalum ovatum sipapoanum	ovatum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Chorisepalum	Chorisepalum ovatum
Chorisepalum rotundifolium	rotundifolium	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Chorisepalum	Chorisepalum rotundifolium
Alyxia actinophylla	actinophylla	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Alyxia	Alyxia actinophylla
Alstonia batino	batino	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Alstonia	Alstonia batino
Alyxia lanceolata	lanceolata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Alyxia	Alyxia lanceolata
Alyxia celebica	celebica	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Alyxia	Alyxia celebica
Amalocalyx yunnanensis	yunnanensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Amalocalyx	Amalocalyx yunnanensis
Blepharodon angustifolius	angustifolius	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Blepharodon	Blepharodon angustifolius
Forsteronia foliosa	foliosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Forsteronia	Forsteronia foliosa
Gentiana campanuliformis	campanuliformis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana campanuliformis
Gonolobus obliquus shortii	obliquus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Matelea	Matelea obliqua
Carruthersia imberbis	imberbis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Carruthersia	Carruthersia imberbis
Gentiana acuta nana	acuta	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella amarella
Gentiana tiogana	tiogana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana newberryi
Gentiana scarlatiflora	scarlatiflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana scarlatiflora
Hoya pandurata	pandurata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Hoya	Hoya pandurata
Ichnocarpus salomonensis	salomonensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Ichnocarpus	Ichnocarpus salomonensis
Kopsia pitardii	pitardii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Kopsia	Kopsia pitardii
Metastelma mathewsii	mathewsii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Metastelma	Metastelma mathewsii
Oxypetalum helios	helios	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Oxypetalum	Oxypetalum helios
Swertia cincta	cincta	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Swertia	Swertia cincta
Labordia tinifolia tenuifolia	tinifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Labordia	Labordia tinifolia
Spigelia linarioides	linarioides	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Spigelia	Spigelia linarioides
Tassadia burchelii	burchelii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Tassadia	Tassadia burchelii
Thyrsanthus gardneri	gardneri	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Thyrsanthus	Thyrsanthus gardneri
Cynanchum foetidum	foetidum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum foetidum
Gentianella vernicosa	vernicosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella vernicosa
Echidnopsis ballyi	ballyi	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Echidnopsis	Echidnopsis ballyi
Karina tayloriana	tayloriana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Karina	Karina tayloriana
Baissea likimiensis	likimiensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Baissea	Baissea likimiensis
Prestonia venosa	venosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Prestonia	Prestonia venosa
Asclepias clusiifolia	clusiifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias clusiifolia
Stapelia hirsuta	hirsuta	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Stapelia	Stapelia hirsuta
Tabernaemontana salzmanni	salzmanni	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Tabernaemontana	Tabernaemontana salzmanni
Apocynum pumilum	pumilum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Apocynum	Apocynum androsaemifolium
Centaurium muhlenbergii	muhlenbergii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Centaurium	Centaurium muhlenbergii
Gentiana laevigata	laevigata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana laevigata
Thevetia		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Thevetia	
Pherotrichis villosa	villosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Pherotrichis	Pherotrichis villosa
Alyxia caletioides	caletioides	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Alyxia	Alyxia caletioides
Symphyllophyton caprifolioides	caprifolioides	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Symphyllophyton	Symphyllophyton caprifolioides
Lomatogonium himalayense	himalayense	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Lomatogonium	Lomatogonium himalayense
Gentianella moorcroftiana	moorcroftiana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella moorcroftiana
Baissea calophylla	calophylla	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Baissea	Baissea calophylla
Orbea sprengeri commutata	sprengeri	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Orbea	Orbea sprengeri
Cynanchum decaryi	decaryi	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum decaryi
Aganosma schlechteriana	schlechteriana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Aganosma	Aganosma schlechteriana
Gomphocarpus tomentosus frederici	tomentosus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gomphocarpus	Gomphocarpus tomentosus
Gentianella fiebrigii	fiebrigii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella fiebrigii
Macrocarpaea pachystyla	pachystyla	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Macrocarpaea	Macrocarpaea pachystyla
Hoodia currorii	currorii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Hoodia	Hoodia currorii
Alafia		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Alafia	
Exacum paucisquamum	paucisquamum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Exacum	Exacum paucisquamum
Kibatalia villosa	villosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Kibatalia	Kibatalia villosa
Ceropegia conrathii	conrathii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ceropegia	Ceropegia conrathii
Secamone volubilis salicifolia	volubilis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Secamone	Secamone volubilis
Allamanda angustifolia psilophylla	angustifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Allamanda	Allamanda angustifolia
Ceropegia namuliensis	namuliensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ceropegia	Ceropegia namuliensis
Funastrum elegans	elegans	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Funastrum	Funastrum elegans
Mandevilla rugosa	rugosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Mandevilla	Mandevilla rugosa
Mandevilla laxa	laxa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Mandevilla	Mandevilla laxa
Philibertia globiflora	globiflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Philibertia	Philibertia globiflora
Raphionacme lanceolata	lanceolata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Raphionacme	Raphionacme lanceolata
Asclepias curtissii	curtissii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias curtissii
Carissa congesta	congesta	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Carissa	Carissa congesta
Sebaea erosa	erosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Sebaea	Sebaea erosa
Sisyranthus		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Sisyranthus	
Tridentea jucunda	jucunda	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Tridentea	Tridentea jucunda
Wrightia natalensis	natalensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Wrightia	Wrightia natalensis
Pneumonanthe affinis	affinis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana affinis
Plumeria articulata	articulata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Plumeria	Plumeria articulata
Aspidosperma triternatum	triternatum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Aspidosperma	Aspidosperma triternatum
Grisebachiella hieronymi	hieronymi	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Grisebachiella	Grisebachiella hieronymi
Labordia hirtella haleakalana	hirtella	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Labordia	Labordia hirtella
Echites		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Echites	
Voyria primuloides	primuloides	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Voyria	Voyria primuloides
Rauvolfia bahiensis	bahiensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Rauvolfia	Rauvolfia bahiensis
Sebaea spathulata	spathulata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Sebaea	Sebaea spathulata
Brachystelma burchellii grandiflorum	burchellii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Brachystelma	Brachystelma burchellii
Asclepias adscendens	adscendens	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias adscendens
Riocreuxia		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Riocreuxia	
Sarcostemma pearsonii	pearsonii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Sarcostemma	Sarcostemma pearsonii
Orbea paradoxa	paradoxa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Orbea	Orbea paradoxa
Stapelia hirsuta tsomoensis	hirsuta	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Stapelia	Stapelia hirsuta
Strophanthus luteolus	luteolus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Strophanthus	Strophanthus luteolus
Brachystelma ramosissimum	ramosissimum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Brachystelma	Brachystelma ramosissimum
Brachystelma australe	australe	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Brachystelma	Brachystelma australe
Gentiana cruttwellii	cruttwellii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana cruttwellii
Sarcostemma acidum	acidum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Sarcostemma	Sarcostemma acidum
Vincetoxicum hirundinaria balearicum	hirundinaria	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum vincetoxicum
Parsonsia flexuosa	flexuosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Parsonsia	Parsonsia flexuosa
Pinochia floribunda	floribunda	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Pinochia	Pinochia floribunda
Xysmalobium gerrardii	gerrardii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Xysmalobium	Xysmalobium gerrardii
Vincetoxicum purpureum	purpureum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Vincetoxicum	Vincetoxicum purpureum
Apocynum cannabinum pubescens	cannabinum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Apocynum	Apocynum cannabinum
Rhabdadenia paludosa	paludosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Rhabdadenia	Rhabdadenia paludosa
Oxypetalum schulzii	schulzii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Oxypetalum	Oxypetalum schulzii
Apocynum cardiophyllum	cardiophyllum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Apocynum	Apocynum cardiophyllum
Erythraea nuttallii	nuttallii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Centaurium	Erythraea nuttallii
Gentiana leucomelaena	leucomelaena	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana leucomelaena
Gentiana heleonastes	heleonastes	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana heleonastes
Ochrosia alyxioides	alyxioides	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Ochrosia	Ochrosia alyxioides
Gentiana magellanica	magellanica	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana magellanica
Spigelia rojasiana	rojasiana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Spigelia	Spigelia rojasiana
Chionogentias cerina	cerina	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Chionogentias	Chionogentias cerina
Apocynum diversifolium	diversifolium	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Apocynum	Apocynum diversifolium
Centaurium capense	capense	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Centaurium	Centaurium capense
Ceropegia stenophylla	stenophylla	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ceropegia	Ceropegia stenophylla
Forsteronia laurifolia	laurifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Forsteronia	Forsteronia laurifolia
Echidnopsis watsonii	watsonii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Echidnopsis	Echidnopsis watsonii
Neoschumannia cardinea	cardinea	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Neoschumannia	Neoschumannia cardinea
Ophionella		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Ophionella	
Malouetia lata	lata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Malouetia	Malouetia lata
Xysmalobium samoritourei	samoritourei	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Xysmalobium	Xysmalobium samoritourei
Tabernaemontana laeta pubiflora	laeta	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Tabernaemontana	Tabernaemontana laeta
Cynanchum leucanthum	leucanthum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum leucanthum
Strychnos longisepala	longisepala	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	Strychnos longisepala
Swertia longifolis	longifolis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Swertia	Swertia longifolis
Tachiadenus umbellatus	umbellatus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Tachiadenus	Tachiadenus umbellatus
Landolphia pierrei	pierrei	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Landolphia	Landolphia pierrei
Exacum fruticosum	fruticosum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Exacum	Exacum fruticosum
Irlbachia poeppigii	poeppigii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Irlbachia	Irlbachia poeppigii
Alyxia kerrii	kerrii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Alyxia	Alyxia kerrii
Trachelospermum inflatum	inflatum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Trachelospermum	Trachelospermum inflatum
Peschiera catharinensis	catharinensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Peschiera	Peschiera catharinensis
Erythraea spicata	spicata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Centaurium	Erythraea spicata
Tabernaemontana debrayi	debrayi	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Tabernaemontana	Tabernaemontana debrayi
Swertia souliaei	souliaei	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Swertia	Swertia souliaei
Gentiana kialensis	kialensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana kialensis
Cynanchum brevicoronatum	brevicoronatum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum brevicoronatum
